state	yr	qtr	index_nsa	index_sa	Warning
GA	1992	3	103.17	102.85	
GA	1992	4	103.35	102.92	
GA	1993	1	103.49	103.51	
GA	1993	2	104.81	104.33	
GA	1993	3	105.31	104.94	
GA	1993	4	106.15	105.74	
GA	1994	1	106.67	106.69	
GA	1994	2	108.35	107.86	
GA	1994	3	109.42	108.97	
GA	1994	4	110.31	109.94	
GA	1995	1	110.76	110.78	
GA	1995	2	112.57	112.08	
GA	1995	3	113.96	113.44	
GA	1995	4	115.15	114.84	
GA	1996	1	116.28	116.27	
GA	1996	2	117.87	117.38	
GA	1996	3	119.07	118.47	
GA	1996	4	119.33	119.06	
GA	1997	1	121.00	120.95	
GA	1997	2	122.41	121.92	
GA	1997	3	124.00	123.35	
GA	1997	4	125.22	124.97	
GA	1998	1	126.89	126.82	
GA	1998	2	129.31	128.80	
GA	1998	3	131.58	130.89	
GA	1998	4	133.30	133.04	
GA	1999	1	135.72	135.64	
GA	1999	2	138.29	137.75	
GA	1999	3	141.30	140.57	
GA	1999	4	142.96	142.65	
GA	2000	1	144.91	144.83	
GA	2000	2	148.09	147.54	
GA	2000	3	150.09	149.31	
GA	2000	4	152.04	151.68	
GA	2001	1	153.81	153.75	
GA	2001	2	156.48	155.90	
GA	2001	3	158.20	157.37	
GA	2001	4	159.47	159.05	
GA	2002	1	161.48	161.48	
GA	2002	2	162.50	161.89	
GA	2002	3	164.83	163.93	
GA	2002	4	166.81	166.34	
GA	2003	1	167.97	168.09	
GA	2003	2	169.39	168.68	
GA	2003	3	171.28	170.31	
GA	2003	4	171.56	171.06	
GA	2004	1	172.46	172.79	
GA	2004	2	175.50	174.60	
GA	2004	3	177.86	176.77	
GA	2004	4	179.32	178.84	
GA	2005	1	180.86	181.48	
GA	2005	2	185.48	184.30	
GA	2005	3	188.61	187.21	
GA	2005	4	191.57	191.35	
GA	2006	1	192.58	193.43	
GA	2006	2	196.55	195.18	
GA	2006	3	198.08	196.12	
GA	2006	4	199.51	199.68	
GA	2007	1	199.23	200.44	
GA	2007	2	203.73	202.09	
GA	2007	3	201.39	198.81	
GA	2007	4	196.87	197.57	
GA	2008	1	192.74	194.12	
GA	2008	2	191.60	189.95	
GA	2008	3	188.48	185.53	
GA	2008	4	176.01	176.94	
GA	2009	1	177.17	178.86	
GA	2009	2	174.89	173.13	
GA	2009	3	178.53	175.33	
GA	2009	4	170.85	172.09	
GA	2010	1	163.22	164.97	
GA	2010	2	169.23	167.37	
GA	2010	3	161.47	158.39	
GA	2010	4	152.10	153.26	
GA	2011	1	149.94	151.88	
GA	2011	2	149.32	147.35	
GA	2011	3	151.12	148.28	
GA	2011	4	149.08	150.26	
GA	2012	1	146.83	148.81	
GA	2012	2	156.41	154.18	
GA	2012	3	160.06	157.20	
GA	2012	4	159.38	160.52	
GA	2013	1	164.83	167.23	
GA	2013	2	173.56	170.89	
GA	2013	3	177.57	174.50	
GA	2013	4	177.46	178.76	
HI	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1991	2	96.89	97.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1991	3	99.85	99.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1991	4	98.55	98.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	1	102.54	102.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	2	97.30	98.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	3	102.09	101.91	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	4	102.45	102.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	1	101.16	101.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	2	102.67	103.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	3	99.20	99.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	4	100.53	100.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	1	98.27	98.73	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	2	99.76	100.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	3	99.63	99.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	4	98.79	98.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	1	98.85	99.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	2	94.93	95.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	3	95.35	95.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	4	95.62	95.30	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	1	89.83	90.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	2	94.02	94.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	3	89.59	89.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	4	89.82	89.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	1	82.66	83.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	2	83.26	83.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	3	83.22	83.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	4	82.39	82.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	1	83.37	83.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	2	85.12	84.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	3	82.39	82.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	4	83.37	83.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	1	84.48	85.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	2	82.65	82.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	3	83.28	83.41	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	4	85.80	85.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	1	89.50	90.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	2	89.35	89.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	3	89.93	89.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	4	92.72	92.76	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	1	95.72	96.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	2	98.45	98.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	3	100.23	100.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	4	101.99	102.26	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	1	102.27	102.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	2	107.57	107.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	3	111.74	111.36	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	4	113.44	113.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	1	117.83	118.12	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	2	120.02	120.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	3	129.98	129.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	4	137.01	137.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	1	142.29	142.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	2	153.69	154.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	3	166.11	165.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	4	168.52	169.52	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	1	179.13	179.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	2	192.66	193.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	3	205.16	204.21	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	4	202.87	204.21	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	1	214.66	215.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	2	211.12	211.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	3	211.74	210.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	4	213.69	215.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	1	216.81	217.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	2	214.50	214.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	3	214.70	213.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	4	207.80	209.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	1	208.51	208.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	2	208.39	208.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	3	199.92	199.30	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	4	201.06	203.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	1	198.62	198.65	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	2	183.75	183.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	3	188.24	188.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	4	180.82	182.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	1	180.30	180.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	2	181.20	180.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	3	175.32	175.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	4	175.27	176.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	1	160.51	160.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	2	171.91	171.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	3	174.07	174.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	4	166.21	167.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	1	174.54	174.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	2	183.90	183.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	3	182.60	182.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	4	191.37	192.98	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	1	196.88	197.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	2	198.57	197.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	3	201.68	201.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	4	206.53	208.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
IA	1991	1	100.00	100.00	
IA	1991	2	101.38	100.80	
IA	1991	3	102.61	101.50	
IA	1991	4	103.23	102.76	
IA	1992	1	103.82	103.83	
IA	1992	2	106.80	106.20	
IA	1992	3	108.51	107.30	
IA	1992	4	109.03	108.57	
IA	1993	1	111.09	111.10	
IA	1993	2	113.14	112.51	
IA	1993	3	116.18	114.83	
IA	1993	4	118.34	117.90	
IA	1994	1	119.11	119.11	
IA	1994	2	120.73	120.04	
IA	1994	3	123.36	121.92	
IA	1994	4	123.07	122.67	
IA	1995	1	123.87	123.86	
IA	1995	2	126.50	125.71	
IA	1995	3	129.02	127.55	
IA	1995	4	129.13	128.75	
IA	1996	1	130.49	130.49	
IA	1996	2	132.45	131.48	
IA	1996	3	134.07	132.64	
IA	1996	4	133.76	133.39	
IA	1997	1	134.32	134.32	
IA	1997	2	136.79	135.66	
IA	1997	3	137.71	136.35	
IA	1997	4	138.37	138.02	
IA	1998	1	139.83	139.81	
IA	1998	2	142.82	141.54	
IA	1998	3	144.40	143.08	
IA	1998	4	146.88	146.49	
IA	1999	1	146.71	146.69	
IA	1999	2	150.67	149.29	
IA	1999	3	151.90	150.55	
IA	1999	4	152.88	152.44	
IA	2000	1	154.06	154.05	
IA	2000	2	156.64	155.22	
IA	2000	3	158.73	157.30	
IA	2000	4	158.17	157.68	
IA	2001	1	159.67	159.68	
IA	2001	2	162.52	161.09	
IA	2001	3	163.69	162.17	
IA	2001	4	164.40	163.87	
IA	2002	1	164.84	164.91	
IA	2002	2	168.10	166.63	
IA	2002	3	170.05	168.45	
IA	2002	4	170.86	170.27	
IA	2003	1	171.65	171.81	
IA	2003	2	174.51	172.93	
IA	2003	3	176.66	174.98	
IA	2003	4	176.83	176.21	
IA	2004	1	177.99	178.23	
IA	2004	2	182.23	180.56	
IA	2004	3	184.10	182.25	
IA	2004	4	186.11	185.52	
IA	2005	1	185.24	185.57	
IA	2005	2	191.29	189.52	
IA	2005	3	191.29	189.22	
IA	2005	4	192.04	191.49	
IA	2006	1	193.25	193.73	
IA	2006	2	197.35	195.55	
IA	2006	3	198.53	196.10	
IA	2006	4	197.21	196.72	
IA	2007	1	197.87	198.62	
IA	2007	2	201.00	199.09	
IA	2007	3	203.17	200.41	
IA	2007	4	199.65	199.18	
IA	2008	1	198.27	199.41	
IA	2008	2	199.67	197.67	
IA	2008	3	199.45	196.38	
IA	2008	4	197.69	197.39	
IA	2009	1	194.24	195.64	
IA	2009	2	197.30	195.17	
IA	2009	3	200.12	196.81	
IA	2009	4	196.46	196.24	
IA	2010	1	194.71	196.40	
IA	2010	2	199.48	197.17	
IA	2010	3	194.86	191.48	
IA	2010	4	195.37	195.28	
IA	2011	1	187.84	189.58	
IA	2011	2	194.44	192.06	
IA	2011	3	197.17	193.78	
IA	2011	4	193.76	193.66	
IA	2012	1	196.57	198.47	
IA	2012	2	198.63	196.11	
IA	2012	3	201.59	198.15	
IA	2012	4	199.73	199.67	
IA	2013	1	199.39	201.22	
IA	2013	2	207.25	204.64	
IA	2013	3	209.72	206.24	
IA	2013	4	209.43	209.29	
ID	1991	1	100.00	100.00	
ID	1991	2	101.44	100.56	
ID	1991	3	103.85	102.54	
ID	1991	4	106.37	105.34	
ID	1992	1	106.95	106.96	
ID	1992	2	110.36	109.40	
ID	1992	3	112.49	111.03	
ID	1992	4	115.13	114.07	
ID	1993	1	116.82	116.87	
ID	1993	2	119.23	118.16	
ID	1993	3	124.77	123.08	
ID	1993	4	125.52	124.46	
ID	1994	1	126.39	126.43	
ID	1994	2	130.95	129.76	
ID	1994	3	133.78	131.86	
ID	1994	4	133.72	132.71	
ID	1995	1	134.42	134.46	
ID	1995	2	136.33	135.04	
ID	1995	3	138.04	136.01	
ID	1995	4	137.51	136.62	
ID	1996	1	137.17	137.13	
ID	1996	2	138.72	137.36	
ID	1996	3	140.17	138.12	
ID	1996	4	140.14	139.35	
ID	1997	1	139.54	139.42	
ID	1997	2	141.43	139.95	
ID	1997	3	143.01	141.02	
ID	1997	4	142.24	141.53	
ID	1998	1	142.76	142.53	
ID	1998	2	145.16	143.56	
ID	1998	3	146.15	144.18	
ID	1998	4	145.70	145.08	
ID	1999	1	146.57	146.30	
ID	1999	2	149.36	147.58	
ID	1999	3	150.15	148.17	
ID	1999	4	150.59	150.08	
ID	2000	1	151.52	151.20	
ID	2000	2	153.47	151.57	
ID	2000	3	153.10	151.02	
ID	2000	4	155.19	154.79	
ID	2001	1	156.54	156.24	
ID	2001	2	159.29	157.27	
ID	2001	3	160.65	158.33	
ID	2001	4	159.23	158.97	
ID	2002	1	160.02	159.72	
ID	2002	2	164.38	162.34	
ID	2002	3	165.82	163.25	
ID	2002	4	165.53	165.32	
ID	2003	1	168.26	168.06	
ID	2003	2	171.41	169.19	
ID	2003	3	175.57	172.84	
ID	2003	4	175.35	175.11	
ID	2004	1	178.51	178.38	
ID	2004	2	187.19	184.65	
ID	2004	3	193.87	191.02	
ID	2004	4	194.18	193.78	
ID	2005	1	202.43	202.40	
ID	2005	2	210.69	207.62	
ID	2005	3	221.06	218.04	
ID	2005	4	230.39	229.89	
ID	2006	1	237.19	237.12	
ID	2006	2	251.18	247.33	
ID	2006	3	253.97	250.74	
ID	2006	4	259.23	258.49	
ID	2007	1	261.04	261.32	
ID	2007	2	268.28	263.81	
ID	2007	3	266.57	263.16	
ID	2007	4	262.83	261.99	
ID	2008	1	260.95	261.80	
ID	2008	2	256.66	252.20	
ID	2008	3	249.97	246.30	
ID	2008	4	237.59	236.83	
ID	2009	1	238.20	239.76	
ID	2009	2	238.21	233.92	
ID	2009	3	229.17	225.03	
ID	2009	4	220.55	220.07	
ID	2010	1	208.23	210.16	
ID	2010	2	209.52	205.78	
ID	2010	3	203.59	199.18	
ID	2010	4	190.79	190.60	
ID	2011	1	180.08	182.15	
ID	2011	2	183.17	179.93	
ID	2011	3	189.49	184.79	
ID	2011	4	183.10	183.19	
ID	2012	1	185.93	188.24	
ID	2012	2	202.85	199.40	
ID	2012	3	207.32	201.65	
ID	2012	4	208.18	208.65	
ID	2013	1	211.62	214.17	
ID	2013	2	220.31	216.70	
ID	2013	3	227.91	221.34	
ID	2013	4	222.67	223.51	
IL	1991	1	100.00	100.00	
IL	1991	2	100.85	100.31	
IL	1991	3	101.87	101.12	
IL	1991	4	102.56	102.32	
IL	1992	1	103.31	103.34	
IL	1992	2	104.99	104.41	
IL	1992	3	105.60	104.81	
IL	1992	4	106.94	106.72	
IL	1993	1	107.39	107.47	
IL	1993	2	109.04	108.37	
IL	1993	3	110.87	110.03	
IL	1993	4	110.96	110.75	
IL	1994	1	112.67	112.82	
IL	1994	2	114.79	114.02	
IL	1994	3	115.67	114.75	
IL	1994	4	115.84	115.66	
IL	1995	1	116.08	116.27	
IL	1995	2	118.40	117.56	
IL	1995	3	119.50	118.54	
IL	1995	4	119.26	119.08	
IL	1996	1	120.02	120.25	
IL	1996	2	122.17	121.30	
IL	1996	3	122.68	121.66	
IL	1996	4	122.68	122.50	
IL	1997	1	122.58	122.83	
IL	1997	2	124.41	123.53	
IL	1997	3	125.22	124.16	
IL	1997	4	124.98	124.78	
IL	1998	1	125.46	125.74	
IL	1998	2	127.27	126.42	
IL	1998	3	128.98	127.83	
IL	1998	4	130.13	129.94	
IL	1999	1	131.09	131.39	
IL	1999	2	133.85	132.97	
IL	1999	3	136.31	135.04	
IL	1999	4	137.13	136.95	
IL	2000	1	138.52	138.88	
IL	2000	2	142.20	141.24	
IL	2000	3	145.08	143.70	
IL	2000	4	145.98	145.80	
IL	2001	1	148.28	148.72	
IL	2001	2	152.23	151.14	
IL	2001	3	155.03	153.54	
IL	2001	4	155.84	155.66	
IL	2002	1	157.85	158.39	
IL	2002	2	162.34	161.10	
IL	2002	3	165.23	163.65	
IL	2002	4	166.93	166.74	
IL	2003	1	168.78	169.43	
IL	2003	2	173.95	172.52	
IL	2003	3	177.00	175.35	
IL	2003	4	179.21	178.99	
IL	2004	1	180.83	181.60	
IL	2004	2	186.14	184.52	
IL	2004	3	189.75	188.03	
IL	2004	4	191.00	190.70	
IL	2005	1	193.09	194.06	
IL	2005	2	199.14	197.31	
IL	2005	3	202.69	200.85	
IL	2005	4	204.40	204.00	
IL	2006	1	206.25	207.50	
IL	2006	2	211.66	209.68	
IL	2006	3	212.31	210.16	
IL	2006	4	211.51	211.09	
IL	2007	1	213.50	215.14	
IL	2007	2	214.54	212.44	
IL	2007	3	212.71	210.26	
IL	2007	4	209.46	209.03	
IL	2008	1	204.06	206.09	
IL	2008	2	204.29	202.25	
IL	2008	3	199.93	197.12	
IL	2008	4	194.03	193.76	
IL	2009	1	187.74	190.09	
IL	2009	2	188.89	186.88	
IL	2009	3	190.18	186.98	
IL	2009	4	184.09	184.07	
IL	2010	1	180.30	183.03	
IL	2010	2	184.40	182.24	
IL	2010	3	181.94	178.32	
IL	2010	4	176.66	177.04	
IL	2011	1	169.28	172.22	
IL	2011	2	170.94	168.59	
IL	2011	3	173.17	169.44	
IL	2011	4	166.46	167.14	
IL	2012	1	164.76	167.89	
IL	2012	2	171.20	168.52	
IL	2012	3	173.15	169.22	
IL	2012	4	167.60	168.60	
IL	2013	1	167.43	170.76	
IL	2013	2	178.35	175.26	
IL	2013	3	180.34	176.19	
IL	2013	4	178.75	180.03	
IN	1991	1	100.00	100.00	
IN	1991	2	100.57	99.76	
IN	1991	3	100.92	100.33	
IN	1991	4	101.48	101.14	
IN	1992	1	102.12	102.12	
IN	1992	2	104.43	103.58	
IN	1992	3	105.34	104.72	
IN	1992	4	105.97	105.62	
IN	1993	1	106.81	106.84	
IN	1993	2	109.01	108.11	
IN	1993	3	110.11	109.46	
IN	1993	4	111.61	111.22	
IN	1994	1	112.34	112.41	
IN	1994	2	114.40	113.43	
IN	1994	3	115.16	114.48	
IN	1994	4	116.23	115.80	
IN	1995	1	117.94	118.06	
IN	1995	2	119.21	118.19	
IN	1995	3	120.70	120.00	
IN	1995	4	121.33	120.84	
IN	1996	1	122.10	122.25	
IN	1996	2	124.78	123.75	
IN	1996	3	125.73	124.96	
IN	1996	4	126.54	126.03	
IN	1997	1	125.97	126.08	
IN	1997	2	128.27	127.27	
IN	1997	3	128.87	128.03	
IN	1997	4	129.50	129.04	
IN	1998	1	130.03	130.07	
IN	1998	2	132.28	131.33	
IN	1998	3	133.16	132.22	
IN	1998	4	134.76	134.37	
IN	1999	1	135.25	135.18	
IN	1999	2	136.92	136.01	
IN	1999	3	138.81	137.78	
IN	1999	4	138.59	138.28	
IN	2000	1	140.77	140.61	
IN	2000	2	141.98	141.08	
IN	2000	3	143.47	142.34	
IN	2000	4	142.71	142.48	
IN	2001	1	144.08	143.91	
IN	2001	2	145.68	144.74	
IN	2001	3	146.42	145.19	
IN	2001	4	147.57	147.39	
IN	2002	1	148.02	147.94	
IN	2002	2	149.42	148.36	
IN	2002	3	150.42	149.12	
IN	2002	4	149.80	149.59	
IN	2003	1	151.49	151.63	
IN	2003	2	153.50	152.26	
IN	2003	3	154.94	153.52	
IN	2003	4	155.11	154.91	
IN	2004	1	155.14	155.51	
IN	2004	2	159.45	158.02	
IN	2004	3	160.74	159.10	
IN	2004	4	160.22	160.12	
IN	2005	1	160.70	161.29	
IN	2005	2	163.87	162.30	
IN	2005	3	165.03	163.07	
IN	2005	4	165.71	165.82	
IN	2006	1	165.13	165.88	
IN	2006	2	168.53	166.81	
IN	2006	3	169.57	167.38	
IN	2006	4	167.74	167.91	
IN	2007	1	168.19	169.21	
IN	2007	2	171.33	169.47	
IN	2007	3	171.71	169.33	
IN	2007	4	165.97	166.12	
IN	2008	1	165.13	166.42	
IN	2008	2	165.60	163.71	
IN	2008	3	165.89	163.52	
IN	2008	4	159.09	159.02	
IN	2009	1	158.77	160.42	
IN	2009	2	162.26	160.28	
IN	2009	3	160.89	158.58	
IN	2009	4	160.85	160.51	
IN	2010	1	156.33	158.33	
IN	2010	2	160.72	158.66	
IN	2010	3	160.68	158.42	
IN	2010	4	158.03	157.41	
IN	2011	1	153.97	156.23	
IN	2011	2	158.79	156.72	
IN	2011	3	159.95	157.67	
IN	2011	4	159.09	158.32	
IN	2012	1	155.42	157.83	
IN	2012	2	161.76	159.71	
IN	2012	3	161.49	159.09	
IN	2012	4	162.38	161.60	
IN	2013	1	161.16	163.66	
IN	2013	2	167.11	165.07	
IN	2013	3	170.63	168.00	
IN	2013	4	169.12	168.39	
KS	1991	1	100.00	100.00	
KS	1991	2	99.79	99.51	
KS	1991	3	99.84	99.17	
KS	1991	4	100.70	100.64	
KS	1992	1	101.41	101.43	
KS	1992	2	101.91	101.60	
KS	1992	3	103.81	103.11	
KS	1992	4	104.25	104.19	
KS	1993	1	105.06	105.13	
KS	1993	2	106.86	106.47	
KS	1993	3	109.31	108.55	
KS	1993	4	110.44	110.40	
KS	1994	1	112.20	112.35	
KS	1994	2	114.98	114.49	
KS	1994	3	116.22	115.39	
KS	1994	4	116.50	116.49	
KS	1995	1	118.21	118.42	
KS	1995	2	120.35	119.77	
KS	1995	3	122.06	121.20	
KS	1995	4	123.22	123.22	
KS	1996	1	123.71	123.93	
KS	1996	2	126.33	125.71	
KS	1996	3	127.69	126.81	
KS	1996	4	126.98	126.99	
KS	1997	1	127.48	127.66	
KS	1997	2	130.28	129.66	
KS	1997	3	132.45	131.55	
KS	1997	4	133.50	133.53	
KS	1998	1	135.57	135.73	
KS	1998	2	136.91	136.24	
KS	1998	3	139.15	138.23	
KS	1998	4	142.48	142.53	
KS	1999	1	144.14	144.31	
KS	1999	2	146.30	145.52	
KS	1999	3	147.70	146.78	
KS	1999	4	147.22	147.28	
KS	2000	1	149.64	149.87	
KS	2000	2	152.25	151.32	
KS	2000	3	154.10	153.16	
KS	2000	4	153.84	153.93	
KS	2001	1	155.06	155.40	
KS	2001	2	159.19	158.06	
KS	2001	3	160.32	159.35	
KS	2001	4	161.87	162.00	
KS	2002	1	162.04	162.54	
KS	2002	2	165.24	163.87	
KS	2002	3	166.38	165.41	
KS	2002	4	167.06	167.24	
KS	2003	1	168.40	169.02	
KS	2003	2	170.71	169.13	
KS	2003	3	173.47	172.47	
KS	2003	4	173.28	173.48	
KS	2004	1	175.25	176.01	
KS	2004	2	179.98	178.21	
KS	2004	3	180.16	179.10	
KS	2004	4	180.66	180.90	
KS	2005	1	181.75	182.64	
KS	2005	2	186.51	184.58	
KS	2005	3	187.40	186.25	
KS	2005	4	187.86	188.08	
KS	2006	1	190.74	191.81	
KS	2006	2	193.63	191.61	
KS	2006	3	195.57	194.33	
KS	2006	4	195.78	195.83	
KS	2007	1	196.24	197.65	
KS	2007	2	201.20	199.05	
KS	2007	3	200.85	199.53	
KS	2007	4	198.90	198.63	
KS	2008	1	196.26	198.15	
KS	2008	2	199.57	197.38	
KS	2008	3	196.78	195.31	
KS	2008	4	195.33	194.79	
KS	2009	1	194.37	196.83	
KS	2009	2	195.73	193.47	
KS	2009	3	196.66	194.94	
KS	2009	4	197.03	196.31	
KS	2010	1	188.81	191.81	
KS	2010	2	197.41	195.01	
KS	2010	3	193.05	190.94	
KS	2010	4	190.17	189.49	
KS	2011	1	181.93	185.37	
KS	2011	2	188.62	186.15	
KS	2011	3	189.21	186.72	
KS	2011	4	187.83	187.29	
KS	2012	1	186.08	190.06	
KS	2012	2	192.53	189.83	
KS	2012	3	194.30	191.32	
KS	2012	4	192.32	192.05	
KS	2013	1	188.85	193.12	
KS	2013	2	199.41	196.49	
KS	2013	3	201.47	198.08	
KS	2013	4	197.53	197.51	
KY	1991	1	100.00	100.00	
KY	1991	2	100.21	100.33	
KY	1991	3	99.87	100.20	
KY	1991	4	101.03	101.68	
KY	1992	1	103.15	103.17	
KY	1992	2	103.26	103.40	
KY	1992	3	105.12	105.44	
KY	1992	4	106.20	106.86	
KY	1993	1	107.42	107.52	
KY	1993	2	109.36	109.51	
KY	1993	3	110.21	110.46	
KY	1993	4	110.94	111.60	
KY	1994	1	114.03	114.26	
KY	1994	2	115.25	115.39	
KY	1994	3	116.78	116.94	
KY	1994	4	117.17	117.85	
KY	1995	1	118.47	118.84	
KY	1995	2	120.22	120.36	
KY	1995	3	121.34	121.41	
KY	1995	4	122.77	123.46	
KY	1996	1	123.07	123.59	
KY	1996	2	125.12	125.24	
KY	1996	3	126.87	126.90	
KY	1996	4	127.33	128.01	
KY	1997	1	128.93	129.55	
KY	1997	2	130.12	130.25	
KY	1997	3	131.39	131.39	
KY	1997	4	131.36	132.01	
KY	1998	1	132.18	132.88	
KY	1998	2	135.18	135.30	
KY	1998	3	136.32	136.33	
KY	1998	4	137.85	138.48	
